fighter_name,Height,Weight,Reach,Stance,DOB
Jennifer Maia,"5' 4""",125 lbs.,"64""",Orthodox,"Oct 06, 1988"
Jens Pulver,"5' 7""",145 lbs.,"70""",Southpaw,"Dec 06, 1974"
Jeremiah Billington,"5' 9""",205 lbs.,,Orthodox,"Nov 14, 1977"
Jeremiah Constant,"6' 1""",240 lbs.,,Orthodox,"Jul 19, 1974"
Jeremiah Labiano,"5' 10""",135 lbs.,,,
Jeremiah Metcalf,"6' 1""",185 lbs.,,Orthodox,
Jeremiah O'Neal,"5' 8""",260 lbs.,,,"Oct 25, 1977"
Jeremiah Riggs,"6' 0""",185 lbs.,,,"Dec 17, 1982"
Jeremie Holloway,"6' 0""",170 lbs.,,,"Sep 29, 1984"
Jeremy Boczulak,,,,,
Jeremy Hamilton,,185 lbs.,,,"Nov 14, 1984"
Jeremy Horn,"6' 1""",185 lbs.,"74""",Orthodox,"Aug 25, 1975"
Jeremy Jackson,"5' 10""",170 lbs.,,Orthodox,"Sep 19, 1982"
Jeremy Kennedy,"5' 11""",145 lbs.,"71""",Orthodox,"Sep 16, 1992"
Jeremy Kimball,"6' 0""",205 lbs.,"72""",Switch,"Jan 03, 1991"
Jeremy Lang,"5' 11""",205 lbs.,,Southpaw,"May 11, 1975"
Jeremy Larsen,"5' 10""",145 lbs.,"70""",Orthodox,"May 18, 1984"
Jeremy Malaterre,"5' 11""",155 lbs.,,,
Jeremy May,"6' 1""",185 lbs.,,,"Oct 23, 1986"
Jeremy Stephens,"5' 8""",145 lbs.,"71""",Orthodox,"May 25, 1986"
Jeremy Tavares,,135 lbs.,,,
Jeremy Umphries,,160 lbs.,,,
Jeremy Wallace,"5' 9""",,,,
Jeri Sitzes,"5' 5""",125 lbs.,,,
Jermaine Andre,"5' 7""",200 lbs.,,Orthodox,
Jerome LeBanner,"6' 3""",265 lbs.,,Southpaw,"Dec 26, 1972"
Jerrel Venetiaan,"6' 1""",195 lbs.,,Orthodox,"Mar 09, 1971"
Jerrod Sanders,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979"
Jerron Peoples,"6' 0""",170 lbs.,,,"May 04, 1982"
Jerry Bohlander,"5' 11""",199 lbs.,,Orthodox,"Feb 12, 1974"
Jess Bouscal,,155 lbs.,,,
Jess Liaudin,"5' 9""",170 lbs.,"72""",Orthodox,
Jessamyn Duke,"5' 11""",135 lbs.,"73""",,"Jun 24, 1986"
Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,"Aug 28, 1980"
Jesse Finney,"6' 0""",170 lbs.,,,"Jul 11, 1974"
Jesse Forbes,"6' 2""",185 lbs.,"75""",Southpaw,"Oct 24, 1984"
Jesse Fujarczyk,"6' 4""",225 lbs.,,Southpaw,"Jan 28, 1983"
Jesse Gillespie,,185 lbs.,,,
Jesse Jones,"5' 9""",170 lbs.,,,
Jesse Juarez,"6' 1""",170 lbs.,,Orthodox,"May 08, 1981"
Jesse Lennox,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982"
Jesse Moreng,"5' 7""",145 lbs.,,Orthodox,"Nov 09, 1979"
Jesse Ronson,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 24, 1985"
Jesse Sanders,"6' 0""",170 lbs.,,Orthodox,
Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983"
Jessica Aguilar,"5' 3""",115 lbs.,"63""",Orthodox,"May 08, 1982"
Jessica Andrade,"5' 1""",115 lbs.,"62""",Orthodox,"Sep 25, 1991"
Jessica Eye,"5' 6""",125 lbs.,"66""",Orthodox,"Jul 27, 1986"
Jessica Penne,"5' 5""",115 lbs.,"67""",,"Jan 30, 1983"
Jessica Rakoczy,"5' 7""",115 lbs.,"68""",Orthodox,"Apr 14, 1977"
Jessica-Rose Clark,"5' 5""",125 lbs.,"64""",Orthodox,"Nov 28, 1987"
Jessin Ayari,"6' 0""",155 lbs.,"73""",Orthodox,"May 31, 1992"
Jesus Pinedo,"5' 10""",155 lbs.,,,"Jun 22, 1996"
Ji Yeon Kim,"5' 7""",125 lbs.,"72""",Orthodox,"Oct 18, 1989"
Jianping Yang,"5' 7""",145 lbs.,"65""",Orthodox,"Nov 27, 1988"
Jim Alers,"5' 9""",145 lbs.,"71""",Orthodox,"Oct 14, 1986"
Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983"
Jim Mullen,"6' 1""",215 lbs.,,Southpaw,
Jimi Manuwa,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980"
Jimmie Rivera,"5' 4""",135 lbs.,"68""",Orthodox,"Jun 29, 1989"
Jimmy Ambriz,"6' 2""",315 lbs.,,Southpaw,"Jan 26, 1970"
Jimmy Crute,"6' 2""",205 lbs.,"74""",Orthodox,"Mar 04, 1996"
Jimmy Quinlan,"6' 0""",185 lbs.,"72""",Orthodox,"May 25, 1986"
Jimmy Wallhead,"5' 10""",170 lbs.,"73""",Orthodox,"Mar 14, 1984"
Jimy Hettes,"5' 9""",145 lbs.,"71""",Southpaw,"Jun 09, 1987"
Jin Oh Kim,"5' 9""",205 lbs.,,Orthodox,
Jin Soo Son,"5' 6""",135 lbs.,"69""",Orthodox,"Apr 01, 1993"
Joachim Christensen,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978"
Joachim Hansen,"5' 7""",150 lbs.,,Southpaw,"May 26, 1979"
Joanna Jedrzejczyk,"5' 6""",125 lbs.,"65""",Orthodox,"Aug 18, 1987"
Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,"Dec 23, 1985"
Joao Paulo Faria,"5' 9""",155 lbs.,,,
Joao Pierini,"6' 1""",155 lbs.,,Switch,"Dec 11, 1971"
Joao Roque,"5' 6""",155 lbs.,,Orthodox,"Jul 22, 1971"
Joao Zeferino,"5' 11""",170 lbs.,"73""",Orthodox,"Jan 15, 1986"
Joaquim Silva,"5' 8""",155 lbs.,"69""",,"Feb 05, 1989"
Joby Sanchez,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991"
Jocelyn Jones-Lybarger,"5' 7""",115 lbs.,"64""",Orthodox,"Oct 04, 1985"
Jodie Esquibel,"5' 1""",115 lbs.,"64""",Orthodox,"May 07, 1986"
Joe Benoit,"5' 9""",170 lbs.,,Orthodox,"Mar 12, 1982"
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,"Aug 23, 1983"
Joe Camacho,"5' 9""",155 lbs.,,Orthodox,"Mar 10, 1972"
Joe Cason,"6' 3""",205 lbs.,,,"Jan 19, 1988"
Joe Charles,"6' 1""",260 lbs.,,Southpaw,
Joe Doerksen,"6' 0""",185 lbs.,"75""",Orthodox,"Oct 09, 1977"
Joe Duarte,,155 lbs.,,,"Jan 25, 1977"
Joe Duffy,"5' 10""",155 lbs.,"73""",Orthodox,"Feb 18, 1988"
Joe Ellenberger,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 28, 1985"
Joe Giannetti,"6' 0""",155 lbs.,"74""",Southpaw,"Jul 05, 1995"
Joe Gigliotti,"5' 11""",185 lbs.,"69""",Orthodox,"Aug 13, 1993"
Joe Hernandez,,,,,
Joe Hurley,"5' 8""",155 lbs.,,,"Jun 24, 1978"
Joe Jordan,"5' 6""",155 lbs.,,Orthodox,"Jul 27, 1978"
Joe Lauzon,"5' 10""",155 lbs.,"71""",Orthodox,"May 22, 1984"
Joe Lowry,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 12, 1989"
Joe Martin,"5' 9""",170 lbs.,,,
Joe Merritt,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 07, 1984"
Joe Moreira,"5' 11""",195 lbs.,,Southpaw,
Joe Neal,"5' 6""",135 lbs.,,,"Jul 29, 1986"
Joe Pardo,"6' 1""",210 lbs.,,Southpaw,
Joe Pearson,"5' 10""",145 lbs.,,Orthodox,"Mar 28, 1978"
Joe Proctor,"5' 10""",155 lbs.,"72""",Orthodox,"Aug 10, 1985"
Joe Ray,,170 lbs.,,,"Dec 17, 1984"
Joe Riggs,"6' 0""",185 lbs.,"70""",Southpaw,"Sep 23, 1982"
Joe Schilling,"6' 3""",185 lbs.,,,
Joe Slick,"6' 0""",199 lbs.,,Orthodox,"Oct 17, 1977"
Joe Son,"5' 4""",236 lbs.,,Orthodox,"Nov 22, 1970"
Joe Soto,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 22, 1987"
Joe Stevenson,"5' 7""",145 lbs.,"70""",Orthodox,"Jun 15, 1982"
Joe Taimanglo,"5' 4""",135 lbs.,,,"Jun 27, 1984"
Joe Vedepo,"6' 0""",185 lbs.,,Orthodox,
Joe Veres,"5' 7""",155 lbs.,,Orthodox,"Nov 09, 1977"
Joe Warren,"5' 6""",135 lbs.,,Orthodox,"Oct 31, 1976"
Joe Wilk,"5' 9""",145 lbs.,,,"Apr 12, 1982"
Joel Alvarez,"6' 3""",155 lbs.,"77""",Orthodox,"Mar 02, 1994"
Joel Sutton,"5' 11""",205 lbs.,,Orthodox,
Joel Thomas ,"5' 10""",170 lbs.,,,
Joey Armstrong,,,,,
Joey Beltran,"6' 1""",185 lbs.,"75""",Orthodox,"Dec 08, 1981"
Joey Gambino,"5' 7""",145 lbs.,,Orthodox,"Oct 26, 1988"
Joey Gilbert,"5' 11""",155 lbs.,,Orthodox,"Jun 05, 1976"
Joey Gomez,"5' 10""",155 lbs.,"71""",Orthodox,"Aug 29, 1989"
Joey Roberts,"6' 2""",200 lbs.,,,
Joey Villasenor,"6' 0""",185 lbs.,,Orthodox,"Oct 17, 1975"
Johil de Oliveira,"5' 6""",170 lbs.,,Orthodox,
John Albert,"5' 8""",135 lbs.,"68""",,"Oct 13, 1986"
John Alessio,"5' 10""",155 lbs.,"72""",Orthodox,"Jul 05, 1979"
John Allan,"6' 1""",205 lbs.,,Orthodox,"Feb 22, 1993"
John Campetella,"5' 9""",235 lbs.,,Orthodox,
John Castaneda,"5' 7""",135 lbs.,"70""",Switch,"Dec 18, 1991"
John Cholish,"5' 11""",155 lbs.,"72""",Orthodox,"Dec 17, 1983"
John Clarke,,170 lbs.,,,"Aug 15, 1977"
John Cofer,"5' 9""",155 lbs.,"73""",Southpaw,"Apr 29, 1984"
John Devine,,,,,
John Dixson,"6' 0""",275 lbs.,,Orthodox,
John Dodson,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984"
John Donaldson,"5' 8""",145 lbs.,,,"Jul 09, 1992"
John Dowdy,,,,,
John Doyle,"5' 11""",205 lbs.,,Orthodox,"Nov 21, 1976"
John Elam,,,,,
John Franchi,"5' 6""",145 lbs.,"67""",Orthodox,"Jul 16, 1982"
John Gunderson,"5' 9""",155 lbs.,"69""",Orthodox,"Jan 05, 1979"
John Gunther,"5' 9""",155 lbs.,"72""",Orthodox,"Nov 24, 1985"
John Halverson,"5' 9""",155 lbs.,,Southpaw,"Sep 08, 1972"
John Hathaway,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 23, 1987"
John Hosman,"5' 10""",135 lbs.,,Southpaw,"Nov 13, 1980"
John Howard,"5' 7""",170 lbs.,"71""",Orthodox,"Mar 01, 1983"
John Kelly,"5' 9""",170 lbs.,,,"Aug 02, 1978"
John Kolosci,"5' 11""",185 lbs.,,Orthodox,"Nov 26, 1974"
John Kuhner,,170 lbs.,,,"Oct 12, 1982"
John Lewis,"6' 0""",155 lbs.,,Southpaw,
John Lineker,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990"
John Lober,"5' 11""",199 lbs.,,Orthodox,"Feb 26, 1968"
John Maguire,"5' 9""",155 lbs.,"69""",Southpaw,"May 19, 1983"
John Makdessi,"5' 8""",155 lbs.,"68""",Orthodox,"May 03, 1985"
John Marsh,"6' 0""",265 lbs.,,Orthodox,"Sep 15, 1970"
John Matua,"6' 2""",400 lbs.,,Orthodox,
John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984"
John Paul Elias,"6' 4""",205 lbs.,,,
John Phillips,"5' 11""",185 lbs.,"75""",Southpaw,"Jun 09, 1985"
John Polakowski,"5' 10""",155 lbs.,,Orthodox,"Jun 21, 1981"
John Reedy,"5' 8""",155 lbs.,,,
John Renken,"6' 0""",190 lbs.,,Orthodox,
John Richard,,205 lbs.,,,"May 22, 1982"
John Salgado,"5' 10""",170 lbs.,,,
John Salter,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985"
John Teixeira,"5' 7""",145 lbs.,,Orthodox,"Nov 18, 1986"
John Yoo,,135 lbs.,,,
Johnny Bedford,"5' 10""",135 lbs.,"71""",Orthodox,"Jan 06, 1983"
Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,"Jun 28, 1989"
Johnny Cisneros,"5' 11""",170 lbs.,,,"Feb 05, 1980"
Johnny Eduardo,"5' 7""",135 lbs.,"71""",Orthodox,"Aug 03, 1978"
Johnny Rees,"6' 0""",170 lbs.,,Orthodox,"Oct 21, 1982"
Johnny Rhodes,"6' 0""",210 lbs.,,Orthodox,
Johnny Sampaio,"5' 8""",170 lbs.,,Orthodox,"Sep 11, 1975"
Johnny Walker,"6' 5""",205 lbs.,"82""",Orthodox,"Mar 30, 1992"
Johny Hendricks,"5' 9""",185 lbs.,"69""",Southpaw,"Sep 12, 1983"
Jon Delos Reyes,"5' 6""",125 lbs.,"67""",Orthodox,"Aug 19, 1987"
Jon Fitch,"6' 0""",170 lbs.,"76""",Orthodox,"Feb 24, 1978"
Jon Hess,"6' 7""",295 lbs.,,,
Jon Jones,"6' 4""",205 lbs.,"84""",Orthodox,"Jul 19, 1987"
Jon Koppenhaver,"5' 11""",170 lbs.,,Orthodox,"Nov 30, 1981"
Jon Madsen,"6' 0""",240 lbs.,"72""",Orthodox,"Feb 12, 1980"
Jon Manley,"6' 1""",170 lbs.,"75""",Orthodox,"Jul 07, 1986"
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,"Aug 09, 1977"
Jon Olav Einemo,"6' 6""",253 lbs.,,Orthodox,"Dec 10, 1975"
Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984"
Jonatas Novaes,"5' 11""",170 lbs.,,,"Mar 02, 1981"
Jonathan  Mix,"6' 0""",168 lbs.,,,"Nov 09, 1980"
Jonathan Brookins,"6' 0""",145 lbs.,"73""",Southpaw,"Aug 13, 1985"
Jonathan Contrestano,,155 lbs.,,,
Jonathan Goulet,"6' 0""",170 lbs.,"73""",Orthodox,"Jul 13, 1979"
Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1986"
Jonathan Meunier,"6' 3""",170 lbs.,"75""",Switch,"Aug 04, 1987"
Jonathan Pearce,"6' 0""",155 lbs.,"71""",Switch,"May 01, 1992"
Jonathan Rivera,,155 lbs.,,,
Jonathan Santa Maria,"5' 9""",125 lbs.,,,
Jonathan Wiezorek,"6' 3""",250 lbs.,,Southpaw,"Feb 10, 1978"
Jonathan Wilson,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987"
Jonavin Webb,"5' 10""",170 lbs.,"71""",Orthodox,"Apr 28, 1989"
Jong Man Kim,"5' 7""",139 lbs.,,Orthodox,"Mar 03, 1978"
Jong Wang Kim,"6' 1""",240 lbs.,,,
Jong Won Kim,"5' 7""",139 lbs.,,Orthodox,
Jonny Carson,"5' 10""",155 lbs.,,,
Jonny Goh,"5' 11""",155 lbs.,,,
Jordan Bailey,"5' 9""",145 lbs.,,,
Jordan Dowdy,,170 lbs.,,,
Jordan Espinosa,"5' 6""",125 lbs.,"71""",Orthodox,"Nov 08, 1989"
Jordan Goodwin,,155 lbs.,,,
Jordan Griffin,"5' 10""",145 lbs.,"72""",Southpaw,"Feb 28, 1990"
Jordan Johnson,"6' 2""",205 lbs.,"79""",Orthodox,"Nov 18, 1988"
Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989"
Jordan Parsons,"5' 9""",145 lbs.,,,"Aug 26, 1990"
Jordan Radev,"5' 7""",185 lbs.,,Southpaw,"Sep 28, 1976"
Jordan Rinaldi,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 25, 1987"
Jordan Williams,"6' 0""",170 lbs.,"75""",Southpaw,"Oct 13, 1990"
Jordan Wright,"6' 2""",185 lbs.,"77""",Orthodox,"Oct 07, 1991"
Jorge Gurgel,"5' 7""",155 lbs.,"69""",Orthodox,"Jan 25, 1977"
Jorge Interiano,"6' 1""",205 lbs.,,,
Jorge Lopez,"5' 10""",170 lbs.,,Orthodox,"Nov 21, 1988"
Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984"
Jorge Oliveira,"6' 1""",205 lbs.,,,
Jorge Ortiz,"6' 0""",185 lbs.,,Orthodox,
Jorge Patino,"5' 8""",170 lbs.,,Orthodox,"Aug 05, 1973"
Jorge Rivera,"6' 1""",185 lbs.,"73""",Orthodox,"Feb 28, 1972"
Jorge Santiago,"6' 1""",170 lbs.,"74""",Orthodox,"Oct 09, 1980"
Jorge de Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 22, 1980"
Jorgen Kruth,"6' 2""",205 lbs.,,,"May 08, 1974"
Jose Aldo,"5' 7""",145 lbs.,"70""",Orthodox,"Sep 09, 1986"
Jose Barreto,,185 lbs.,,Southpaw,
Jose Canseco,"6' 4""",240 lbs.,,Orthodox,"Jul 02, 1964"
Jose Landi-Jons,"5' 11""",170 lbs.,,Orthodox,"Sep 09, 1973"
Jose Maria,"5' 5""",125 lbs.,,Orthodox,"Jan 04, 1982"
Jose Palacios,"5' 9""",145 lbs.,,Orthodox,
Jose Perez,,,,,
Jose Quinonez,"5' 8""",135 lbs.,"69""",,"Jul 28, 1990"
Jose Santibanez,,155 lbs.,,,"Jan 18, 1980"
Jose Torres,"5' 4""",125 lbs.,"65""",Orthodox,"Aug 02, 1992"
Joseph Benavidez,"5' 4""",125 lbs.,"65""",Southpaw,"Jul 31, 1984"
Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994"
Joseph Sandoval,"5' 7""",135 lbs.,,Southpaw,"May 11, 1986"
Joseph Solecki,"5' 9""",155 lbs.,"71""",Orthodox,"Aug 27, 1993"
Josh Appelt,"5' 10""",255 lbs.,"73""",Southpaw,"Jun 19, 1983"
Josh Barnett,"6' 3""",250 lbs.,"78""",Orthodox,"Nov 10, 1977"
Josh Bennett,"6' 4""",259 lbs.,,Orthodox,
Josh Bryant,"5' 10""",185 lbs.,,Orthodox,"Apr 23, 1980"
Josh Bumgarner,"6' 1""",170 lbs.,,,
Josh Burns,"6' 1""",244 lbs.,,,"May 15, 1978"
Josh Clopton,"5' 6""",145 lbs.,"68""",Orthodox,"Jul 11, 1981"
Josh Copeland,"6' 1""",265 lbs.,"75""",Orthodox,"Oct 20, 1982"
Josh Diekmann,"5' 4""",246 lbs.,,,"Oct 09, 1976"
Josh Emmett,"5' 6""",145 lbs.,"70""",Orthodox,"Mar 04, 1985"
Josh Epps,,130 lbs.,,,"Aug 23, 1986"
Josh Ferguson,"5' 5""",125 lbs.,"66""",Orthodox,"May 13, 1988"
Josh Grispi,"5' 11""",145 lbs.,"74""",Orthodox,"Oct 14, 1988"
Josh Haynes,"5' 9""",170 lbs.,,Orthodox,"Jul 30, 1977"
Josh Hendricks,"6' 2""",235 lbs.,,Southpaw,"Aug 28, 1976"
Josh Janousek,"5' 11""",185 lbs.,"73""",Orthodox,"Sep 25, 1980"
Josh Jarvis,,,,,
Josh Koscheck,"5' 10""",170 lbs.,"73""",Orthodox,"Nov 30, 1977"
Josh LaBerge,"5' 10""",145 lbs.,,,
Josh McDonald,,185 lbs.,,,
Josh Neal,"6' 0""",185 lbs.,,,
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983"
Josh Paiva,"5' 6""",125 lbs.,,,"Apr 05, 1991"
Josh Parisian,"6' 4""",265 lbs.,,Orthodox,"Jun 28, 1989"
Josh Pulsifer,"5' 10""",145 lbs.,,,"Mar 16, 1983"
Josh Rafferty,"6' 0""",170 lbs.,,Orthodox,"Jan 06, 1981"
Josh Samman,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988"
Josh San Diego,"5' 10""",135 lbs.,,,
Josh Shockley,"6' 1""",155 lbs.,"74""",Orthodox,"Nov 15, 1989"
Josh Shockman,"6' 4""",235 lbs.,,Southpaw,"Dec 29, 1980"
Josh Smith,"6' 0""",155 lbs.,,Orthodox,"Jul 02, 1982"
Josh Stansbury,"6' 2""",205 lbs.,"74""",,"Nov 19, 1984"
Josh Stuart,"5' 9""",160 lbs.,,,
Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978"
Josh Thornburg,"6' 0""",170 lbs.,,,"May 24, 1984"
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980"
Joshua Sampo,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984"
Journey Newson,,135 lbs.,,,"Mar 07, 1989"
Juan Adams,"6' 5""",265 lbs.,"80""",Orthodox,"Jan 16, 1992"
Juan Alcain,,,,,
Juan Espino,"6' 4""",250 lbs.,"82""",,"Oct 09, 1980"
Juan Miranda,,155 lbs.,,,
Juan Mott,"6' 0""",190 lbs.,,Switch,
Juan Puig,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 23, 1989"
Jules Bruchez,"6' 0""",205 lbs.,,Southpaw,"Aug 16, 1977"
Julia Avila,"5' 4""",135 lbs.,,,"May 11, 1988"
Julia Budd,"5' 7""",145 lbs.,"67""",,"Jul 04, 1983"
Julian Erosa,"6' 1""",145 lbs.,"74""",Southpaw,"Jul 31, 1989"
Julian Marquez,"6' 2""",185 lbs.,"75""",Orthodox,"May 08, 1990"
Julian Sanchez,"6' 3""",300 lbs.,,Orthodox,
Juliana Lima,"5' 5""",115 lbs.,"65""",Orthodox,"Mar 15, 1982"
Julianna Pena,"5' 6""",135 lbs.,"69""",,"Aug 19, 1989"
Julie Kedzie,"5' 5""",135 lbs.,"64""",Orthodox,"Mar 18, 1981"
Julija Stoliarenko,"5' 7""",145 lbs.,"66""",,"Apr 08, 1993"
Julio Arce,"5' 7""",145 lbs.,"70""",Southpaw,"Oct 27, 1989"
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,"Apr 25, 1994"
Julio Paulino,"6' 0""",170 lbs.,,Orthodox,"Dec 04, 1975"
Jumabieke Tuerxun,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 17, 1986"
Jun Yong Park,"6' 0""",170 lbs.,,,"Feb 27, 1991"
Junie Browning,"5' 9""",155 lbs.,,Orthodox,"May 12, 1984"
Junior Albini,"6' 3""",264 lbs.,"74""",Orthodox,"Mar 15, 1991"
Junior Assuncao,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 24, 1981"
Junior Barata,"5' 10""",170 lbs.,,Orthodox,"Jan 25, 1982"
Junior Dos Santos,"6' 4""",238 lbs.,"77""",Orthodox,"Jan 30, 1984"
Junior Hernandez,"5' 9""",135 lbs.,"69""",Orthodox,"Jul 22, 1986"
Junya Kudo,,135 lbs.,,Orthodox,
Jussier Formiga,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985"
Justin Bruckmann,"5' 9""",170 lbs.,,Orthodox,
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 22, 1983"
Justin Davis,"5' 11""",205 lbs.,,,"Apr 01, 1983"
Justin DeMoney,,170 lbs.,,,"Jul 01, 1985"
Justin Edwards,"5' 10""",155 lbs.,"70""",Orthodox,"Jan 26, 1983"
Justin Eilers,"6' 1""",235 lbs.,,Orthodox,"Jun 28, 1978"
Justin Frazier,"6' 0""",265 lbs.,"75""",Southpaw,"Jun 15, 1989"
Justin Gaethje,"5' 11""",155 lbs.,"70""",Orthodox,"Nov 14, 1988"
Justin Gonzales,"5' 9""",145 lbs.,"72""",Orthodox,"Apr 28, 1991"
Justin Governale,,145 lbs.,,,
Justin Guthrie,"6' 1""",170 lbs.,,,"Jan 19, 1981"
Justin Haskins,"5' 10""",170 lbs.,,Orthodox,"Aug 30, 1979"
Justin Hawes,"5' 11""",205 lbs.,,,"Jan 13, 1979"
Justin James,"5' 10""",155 lbs.,,Orthodox,"Nov 08, 1976"
Justin Jones,"5' 11""",185 lbs.,"78""",Orthodox,"Sep 06, 1987"
Justin Lawrence,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990"
Justin Ledet,"6' 4""",205 lbs.,"80""",Orthodox,"Sep 28, 1988"
Justin Levens,"5' 11""",185 lbs.,,Orthodox,"Apr 18, 1980"
Justin Martin,"6' 0""",185 lbs.,,,
Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976"
Justin McElfresh,"6' 6""",205 lbs.,,Orthodox,"Jan 04, 1980"
Justin Patterson,"5' 10""",170 lbs.,,,"Dec 07, 1985"
Justin Pennington,"5' 4""",,,,
Justin Robbins,"5' 5""",135 lbs.,,,"Jul 29, 1980"
Justin Salas,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982"
Justin Scoggins,"5' 7""",125 lbs.,"66""",Southpaw,"May 02, 1992"
Justin Smitley,,145 lbs.,,,
Justin Sumter,"6' 2""",185 lbs.,"80""",Southpaw,"Nov 16, 1989"
Justin Wilcox,"5' 6""",155 lbs.,,Orthodox,"Mar 12, 1979"
Justin Willis,"6' 1""",264 lbs.,"78""",Southpaw,"Jul 19, 1987"
Justin Wren,"6' 2""",265 lbs.,,Orthodox,"Apr 27, 1987"
Justine Kish,"5' 5""",125 lbs.,"64""",Orthodox,"Apr 13, 1988"
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,"Nov 30, 1970"
KJ Noons,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 07, 1982"
Kai Kara-France,"5' 5""",125 lbs.,"69""",Orthodox,"Mar 26, 1993"
Kailin Curran,"5' 4""",115 lbs.,"65""",Orthodox,"Apr 11, 1991"
Kain Royer,,185 lbs.,,,
Kaitlin Young,"5' 9""",135 lbs.,,Orthodox,"Sep 15, 1985"
Kajan Johnson,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 21, 1984"
Kaleo Kwan,"5' 7""",155 lbs.,,,"Aug 01, 1970"
Kali Robbins,"5' 3""",115 lbs.,"63""",Orthodox,"Jul 05, 1984"
Kalib Starnes,"6' 3""",185 lbs.,"74""",Orthodox,"Jan 06, 1975"
Kalindra Faria,"5' 7""",125 lbs.,,Switch,"Jul 23, 1986"
Kaline Medeiros,"5' 3""",115 lbs.,,,
Kamal Shalorus,"5' 8""",155 lbs.,"68""",Orthodox,"Aug 27, 1972"
Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987"
Kamuela Kirk,"5' 9""",145 lbs.,,,"Apr 13, 1994"
Karen Darabedyan,"5' 7""",155 lbs.,"68""",Orthodox,"Dec 18, 1986"
Karine Gevorgyan,"5' 4""",125 lbs.,"63""",,"Mar 09, 1989"
Karl Amoussou,"5' 11""",185 lbs.,,Orthodox,"Nov 21, 1985"
Karl Reed,"6' 3""",205 lbs.,"78""",Orthodox,"Oct 27, 1988"
Karl Roberson,"6' 1""",205 lbs.,"74""",Southpaw,"Oct 04, 1990"
Karl Willis,,,,,
Karla Benitez,"5' 3""",113 lbs.,,,
Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985"
Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982"
Karol Rosa,"5' 6""",135 lbs.,,,"Dec 30, 1994"
Karolina Kowalkiewicz,"5' 3""",115 lbs.,"64""",Orthodox,"Oct 15, 1985"
